"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"
"CHEMBL135"	"ESTRADIOL"	"4.0"	"272.39"	"0"	"3.61"	"E2"	"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"	"EC50"	"'='"	"0.09"	"nM"	"10.05"	""	""	"UO_0000065"	"36.88"	"0.69"	"6.44"	"24.83"	"1"	"CHEMBL4393303"	"Selective estrogen receptor down-regulator activity at FLAG-tagged ERalpha (unknown origin) expressed in HEK293 cells assessed as induction of ERalpha degradation by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL206"	"Estrogen receptor alpha"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4392845"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2019"	"CHEMBL3307715"	""	""	""
"CHEMBL4638567"	""	"None"	"592.52"	"2"	"9.43"	"19"	"CCC(CC)n1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)nc2ccc(C(=O)O)cc21"	"EC50"	"'='"	"26.5"	"nM"	"7.58"	""	""	"UO_0000065"	"12.79"	"0.25"	"-1.85"	"8.38"	"0"	"CHEMBL4624949"	"Agonist activity at GST-fused FXR-LBD (unknown origin) incubated with Fluorecein-SRC2-2 coactivator peptide as substrate by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4622925"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2020"	"None"	""	""	""
"CHEMBL168"	"OLEANOLIC_ACID"	"None"	"456.71"	"1"	"7.23"	"Oleanolic acid"	"CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1"	"EC50"	"'='"	"14000.0"	"nM"	"4.85"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3756548"	"Cytotoxicity against human A2780 cells after 96 hrs by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"A2780"	"None"	""	""	""	"CHEMBL614004"	"A2780"	"Homo sapiens"	"CELL-LINE"	"CHEMBL3751798"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2016"	"CHEMBL3308421"	""	""	""
"CHEMBL408701"	"TAUROLITHOCHOLIC ACID"	"3.0"	"483.72"	"0"	"4.43"	"TLCA"	"C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'>'"	"150000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3766233"	"Agonist activity at VDR-LBD (unknown origin) expressed in Escherichia coli assessed as SRC2-3 coactivator peptide recruitment after 30 mins by fluorescence polarization assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1977"	"Vitamin D receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3763103"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2016"	"None"	""	""	""
"CHEMBL258818"	"LITHOGLYCOCHOLATE"	"None"	"433.63"	"0"	"4.62"	"GLCA"	"C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'>'"	"150000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3766233"	"Agonist activity at VDR-LBD (unknown origin) expressed in Escherichia coli assessed as SRC2-3 coactivator peptide recruitment after 30 mins by fluorescence polarization assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1977"	"Vitamin D receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3763103"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2016"	"None"	""	""	""
"CHEMBL4519993"	""	"None"	"459.72"	"1"	"5.67"	"12"	"CO[C@@H]1C[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)N4CCCC4)CC[C@H]3[C@H]12"	"EC50"	"'='"	"10.5"	"nM"	"7.98"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4367518"	"Agonist activity at recombinant human TGR5 expressed in CHO cells assessed as increase in cAMP accumulation after 30 mins by TR-FRET assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4364296"	"1"	"Scientific Literature"	"J Med Chem"	"2019"	"CHEMBL3308072"	""	""	""
"CHEMBL4099757"	""	"None"	"447.70"	"1"	"5.31"	"21"	"CCCCNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"5380.0"	"nM"	"5.27"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4367518"	"Agonist activity at recombinant human TGR5 expressed in CHO cells assessed as increase in cAMP accumulation after 30 mins by TR-FRET assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4364296"	"1"	"Scientific Literature"	"J Med Chem"	"2019"	"CHEMBL3308072"	""	""	""
"CHEMBL273086"	""	"None"	"406.61"	"0"	"4.57"	"19"	"COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"4850.0"	"nM"	"5.31"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4367518"	"Agonist activity at recombinant human TGR5 expressed in CHO cells assessed as increase in cAMP accumulation after 30 mins by TR-FRET assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4364296"	"1"	"Scientific Literature"	"J Med Chem"	"2019"	"CHEMBL3308072"	""	""	""
"CHEMBL4088938"	""	"None"	"494.37"	"1"	"7.66"	"16"	"CN(c1ccc(Cl)c(Cl)c1)c1cnc(SCc2c(F)cccc2F)n1-c1ccc(F)cc1"	"EC50"	"'='"	"507.0"	"nM"	"6.29"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4051948"	"Agonist activity at mouse TGR5 transfected in HEK293 cells assessed as cAMP accumulation after overnight incubation by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL4049444"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""	""	""
"CHEMBL4081050"	""	"None"	"511.57"	"2"	"6.92"	"18"	"C=CCN(c1ccc(OC)c(OC)c1)c1cnc(SCc2c(F)cccc2F)n1-c1ccc(F)cc1"	"EC50"	"'='"	"7.7"	"nM"	"8.11"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4051948"	"Agonist activity at mouse TGR5 transfected in HEK293 cells assessed as cAMP accumulation after overnight incubation by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL4049444"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""	""	""
"CHEMBL4086463"	""	"None"	"708.59"	"2"	"6.42"	"21"	"COc1ccc(N(C)c2cnc(SCc3c(F)cc(C#CC[N+](C)(C)C)cc3F)n2-c2ccc(F)cc2)cc1OC.[I-]"	"EC50"	"'='"	"7.5"	"nM"	"8.12"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4051948"	"Agonist activity at mouse TGR5 transfected in HEK293 cells assessed as cAMP accumulation after overnight incubation by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL4049444"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""	""	""
"CHEMBL4060410"	""	"None"	"640.71"	"2"	"6.02"	"24"	"COc1ccc(N(C)c2cnc(SCc3c(F)cc(OCCCS(=O)(=O)O)cc3F)n2-c2ccc(F)cc2)cc1OC.N"	"EC50"	"'='"	"24.0"	"nM"	"7.62"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4051946"	"Agonist activity at human TGR5 transfected in HEK293 cells assessed as cAMP accumulation after overnight incubation by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4049444"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"CHEMBL3307715"	""	""	""
"CHEMBL4081050"	""	"None"	"511.57"	"2"	"6.92"	"18"	"C=CCN(c1ccc(OC)c(OC)c1)c1cnc(SCc2c(F)cccc2F)n1-c1ccc(F)cc1"	"EC50"	"'='"	"86.0"	"nM"	"7.07"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4051946"	"Agonist activity at human TGR5 transfected in HEK293 cells assessed as cAMP accumulation after overnight incubation by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4049444"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"CHEMBL3307715"	""	""	""
"CHEMBL4094487"	""	"None"	"515.56"	"2"	"6.38"	"12"	"COc1cc(-n2c(N(C)c3ccc(OC)c(OC)c3)cnc2SCc2c(F)cccc2F)ccc1F"	"EC50"	"'='"	"20.0"	"nM"	"7.70"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4051946"	"Agonist activity at human TGR5 transfected in HEK293 cells assessed as cAMP accumulation after overnight incubation by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4049444"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"CHEMBL3307715"	""	""	""
"CHEMBL4094487"	""	"None"	"515.56"	"2"	"6.38"	"12"	"COc1cc(-n2c(N(C)c3ccc(OC)c(OC)c3)cnc2SCc2c(F)cccc2F)ccc1F"	"EC50"	"'='"	"0.8"	"nM"	"9.10"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4051948"	"Agonist activity at mouse TGR5 transfected in HEK293 cells assessed as cAMP accumulation after overnight incubation by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL4049444"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""	""	""
"CHEMBL4084668"	""	"None"	"485.53"	"1"	"6.37"	"3"	"COc1ccc(N(C)c2cnc(SCc3c(F)cccc3F)n2-c2ccc(F)cc2)cc1OC"	"EC50"	"'='"	"0.8"	"nM"	"9.10"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4051948"	"Agonist activity at mouse TGR5 transfected in HEK293 cells assessed as cAMP accumulation after overnight incubation by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL4049444"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""	""	""
"CHEMBL4074376"	""	"None"	"472.49"	"1"	"5.74"	"1"	"COc1ccc(Nc2nnc(SCc3c(F)cccc3F)n2-c2ccc(F)cc2)cc1OC"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4051948"	"Agonist activity at mouse TGR5 transfected in HEK293 cells assessed as cAMP accumulation after overnight incubation by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL4049444"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""	""	""
"CHEMBL168"	"OLEANOLIC_ACID"	"None"	"456.71"	"1"	"7.23"	"OA"	"CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1"	"EC50"	"'>'"	"30000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4376704"	"Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 96 hrs by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"MCF7"	"None"	""	""	""	"CHEMBL387"	"MCF7"	"Homo sapiens"	"CELL-LINE"	"CHEMBL4373745"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"CHEMBL3308403"	""	""	""
"CHEMBL565278"	""	"None"	"450.66"	"0"	"4.33"	"9, R-EMCA"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](C[C@H](O)[C@]3(C)[C@@H]([C@H](C)C[C@@H](C)C(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1043241"	"Agonist activity at FXR expressed in COS1 cells by cell-based bioluminescence assay"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"COS-1"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1154755"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"CHEMBL3308351"	""	""	""
"CHEMBL4849469"	""	"None"	"512.82"	"2"	"7.69"	"8c"	"CC(C)[C@@H]1CC[C@]2(N)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'='"	"867.1"	"nM"	"6.06"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4839233"	"Agonist activity at N-terminal HA-tagged human TGR5 expressed in HEK293 cells assessed as reduction in intracellular cAMP levels incubated for 30 mins by Lance Ultra cAMP assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4837241"	"1"	"Scientific Literature"	"J Med Chem"	"2021"	"None"	"TIME = 0.5 hr"	"AGONIST"	""
"CHEMBL4847526"	""	"None"	"613.88"	"2"	"7.12"	"8e"	"CC(C)[C@@H]1CC[C@]2(NC(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'='"	"173.7"	"nM"	"6.76"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4839233"	"Agonist activity at N-terminal HA-tagged human TGR5 expressed in HEK293 cells assessed as reduction in intracellular cAMP levels incubated for 30 mins by Lance Ultra cAMP assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4837241"	"1"	"Scientific Literature"	"J Med Chem"	"2021"	"None"	"TIME = 0.5 hr"	"AGONIST"	""
"CHEMBL4861151"	""	"None"	"543.79"	"2"	"6.79"	"11c"	"C[C@@H](O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'='"	"37.99"	"nM"	"7.42"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4839233"	"Agonist activity at N-terminal HA-tagged human TGR5 expressed in HEK293 cells assessed as reduction in intracellular cAMP levels incubated for 30 mins by Lance Ultra cAMP assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4837241"	"1"	"Scientific Literature"	"J Med Chem"	"2021"	"None"	"TIME = 0.5 hr"	"AGONIST"	""
"CHEMBL4866257"	""	"None"	"436.63"	"0"	"3.94"	"INT-777"	"CC[C@H]1[C@@H](O)[C@H]2[C@@H]3CC[C@H]([C@H](C)C[C@H](C)C(=O)O)[C@H]3[C@@H](O)C[C@@H]2[C@@]2(C)CC[C@@H](O)C[C@H]12"	"EC50"	"'='"	"116.6"	"nM"	"6.93"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4839233"	"Agonist activity at N-terminal HA-tagged human TGR5 expressed in HEK293 cells assessed as reduction in intracellular cAMP levels incubated for 30 mins by Lance Ultra cAMP assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4837241"	"1"	"Scientific Literature"	"J Med Chem"	"2021"	"None"	"TIME = 0.5 hr"	"AGONIST"	""
"CHEMBL103"	"PROGESTERONE"	"4.0"	"314.47"	"0"	"4.72"	"SID17388760"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"1.8"	"nM"	"8.74"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL760811"	"Agonistic activity against human progesterone receptor in T47D breast cancer cells"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"T47D"	"None"	""	""	""	"CHEMBL208"	"Progesterone receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145087"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"CHEMBL3307606"	""	""	""
"CHEMBL3794111"	""	"None"	"559.67"	"2"	"6.11"	"6e"	"COc1ccc(C(C)(C)c2cnc(SCCOc3ccc(-n4cncn4)cc3)n2-c2ccc(F)cc2)cc1OC"	"EC50"	"'='"	"16.8"	"nM"	"7.78"	""	""	"UO_0000065"	"13.89"	"0.27"	"1.66"	"10.20"	"0"	"CHEMBL3796544"	"Agonist activity at human TGR5 expressed in CHO-K1 cells after 5 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3792350"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2016"	"CHEMBL3307512"	""	""	""
"CHEMBL4789395"	""	"None"	"376.44"	"0"	"3.70"	"19b"	"O=C(c1cncn1Cc1ccc(F)cc1)N1CCN(C2CC2)c2ccccc21"	"EC50"	"'='"	"568.0"	"nM"	"6.25"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4689302"	"Agonist activity at human TGR5 transfected in HEK293T cells assessed intracellular cAMP level by HTRF assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293T"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4680349"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2021"	"None"	""	"AGONIST"	""
"CHEMBL131"	"PREDNISOLONE"	"4.0"	"360.45"	"0"	"1.56"	"2, pred"	"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO"	"EC50"	"'='"	"104.0"	"nM"	"6.98"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1914178"	"Antiinflammatory activity in human whole blood assessed as inhibition of IL-1beta-induced IL-8 production after overnight incubation by ELISA"	"F"	"BAO_0000221"	"tissue-based format"	"Homo sapiens"	"CHEMBL3638178"	"Blood"	"None"	"None"	""	""	""	"CHEMBL613416"	"Blood"	"Homo sapiens"	"TISSUE"	"CHEMBL1909630"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"None"	""	""	""
"CHEMBL52606"	"COLFORSIN"	"2.0"	"410.51"	"0"	"1.52"	"1 (Forskolin)"	"C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1"	"EC50"	"'='"	"240.0"	"nM"	"6.62"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL702041"	"Compound was testd for inhibition of glucose transport human platelets using [H]-forskolin as radioligand"	"F"	"BAO_0000218"	"organism-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL372"	"Homo sapiens"	"Homo sapiens"	"ORGANISM"	"CHEMBL1131766"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1999"	"None"	""	""	""
"CHEMBL3260994"	""	"None"	"508.70"	"0"	"4.85"	"19"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCCOS(=O)(=O)[O-])CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12.[Na+]"	"EC50"	"'='"	"1000.0"	"nM"	"6.00"	""	""	"UO_0000065"	"12.33"	"0.25"	"1.15"	"5.77"	"0"	"CHEMBL3269761"	"Transactivation of human FXR transfected in human HepG2 cells by beta-galactosidase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3259647"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"CHEMBL3307718"	""	""	""
"CHEMBL269277"	"BETULINIC ACID"	"1.0"	"456.71"	"1"	"7.09"	"1"	"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'>'"	"30000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4774874"	"Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"MCF7"	"None"	""	""	""	"CHEMBL387"	"MCF7"	"Homo sapiens"	"CELL-LINE"	"CHEMBL4765454"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"CHEMBL3308403"	"TIME = 72.0 hr"	""	""
"CHEMBL269277"	"BETULINIC ACID"	"1.0"	"456.71"	"1"	"7.09"	"1"	"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'>'"	"30000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4774875"	"Cytotoxicity against human A2780 cells assessed as reduction in cell viability incubated for 72 hrs by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"A2780"	"None"	""	""	""	"CHEMBL614004"	"A2780"	"Homo sapiens"	"CELL-LINE"	"CHEMBL4765454"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"CHEMBL3308421"	"TIME = 72.0 hr"	""	""
"CHEMBL2407930"	""	"None"	"457.57"	"1"	"5.40"	"(R)-29, RO5527239"	"Cc1cc(/C(C[C@H](c2ccc(N3CCC(C(=O)O)CC3)cc2)c2ccccc2C)=N/O)ccn1"	"EC50"	"'='"	"4.0"	"nM"	"8.40"	""	""	"UO_0000065"	"18.35"	"0.34"	"3.00"	"9.76"	"0"	"CHEMBL2410510"	"Agonist activity at recombinant human GPBAR1 expressed in CHO cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2406956"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"CHEMBL3308072"	""	""	""
